filename,non_private_cost,private_cost,one_way_partition,private_with_zeroing
Patents.txt,1876.3,3043.9499999999998,2244.9000000000001,2791.2624999999998
HepPh.txt,3607.9625000000001,9796.9750000000004,6614.9770833333332,10887.577083333334
Adult.txt,411.29401041666665,2487.125,669.77369791666672,1215.4455729166666
Nettrace.txt,69.599999999999994,2234.8000000000002,146.96666666666667,298.92018229166666
Income.txt,3028.8272135416669,6066.125,4819.4145833333332,6308.8937500000002
MedicalCost.txt,2617.5860677083333,3950.8249999999998,3229.2654296874998,3492.9755208333331
SearchLogs.txt,2347.5500000000002,8560.6833333333325,5951.0791666666664,9355.4760416666668
